rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
270,TopGun,1476,9,4,3,20,27,93%,4%,4%,18 Mar 2016,29 Sep 2017,15:50
271,Xavior St Cloud,1476,7,3,1,6,11,100%,-,-,19 Feb 2016,29 Sep 2017,15:50
272,Zxander,1476,6,6,5,25,37,70%,27%,3%,06 Aug 2015,29 Sep 2017,15:50
273,DSH3Hunt,1476,4,1,1,5,7,100%,-,-,03 Dec 2015,29 Sep 2017,15:50
274,pHoToN,1476,1,2,1,7,8,88%,-,13%,20 Nov 2016,29 Sep 2017,15:50
275,Greysolon,1475,8,3,2,7,15,93%,7%,-,13 Aug 2016,29 Sep 2017,15:50
276,fluke,1474,7,8,6,10,30,100%,-,-,11 Apr 2016,29 Sep 2017,15:50
277,Placid,1474,2,2,5,21,23,100%,-,-,26 Dec 2015,29 Sep 2017,15:50
278,Vaygr,1473,8,2,7,19,26,88%,8%,4%,08 Aug 2016,29 Sep 2017,15:50
279,MrDimples,1472,3,4,5,9,15,87%,-,13%,15 Oct 2015,29 Sep 2017,15:50
280,GreenPike,1471,13,7,3,8,35,66%,9%,26%,23 Jan 2016,29 Sep 2017,15:50
281,Vip3r,1471,3,5,3,17,18,72%,11%,17%,17 Mar 2016,29 Sep 2017,15:50
282,tossha,1470,9,2,-,7,11,100%,-,-,16 Mar 2017,29 Sep 2017,15:50
283,El Caudillo,1470,6,2,1,13,17,88%,12%,-,30 Jan 2017,29 Sep 2017,15:50
284,Shheye1,1470,4,4,1,7,9,100%,-,-,15 Jun 2016,29 Sep 2017,15:50
285,Avtolik,1469,18,5,1,13,32,91%,6%,3%,01 Jan 2017,29 Sep 2017,15:50
286,Carter J Burke,1469,16,11,-,5,28,96%,-,4%,16 Oct 2015,29 Sep 2017,15:50
287,BBBilly,1469,7,3,2,9,17,76%,18%,6%,27 Oct 2015,29 Sep 2017,15:50
288,Manus Justus,1469,4,2,1,8,11,73%,18%,9%,20 Oct 2015,29 Sep 2017,15:50
289,Phantomdw2,1469,2,7,9,28,37,86%,14%,-,15 Dec 2016,29 Sep 2017,15:50
290,V3XT,1468,13,12,3,20,54,91%,9%,-,20 Oct 2015,29 Sep 2017,15:50
291,cpgecko,1468,3,3,2,7,10,100%,-,-,02 Jan 2016,29 Sep 2017,15:50
292,Happydays,1467,18,21,13,40,86,88%,10%,1%,26 Mar 2016,29 Sep 2017,15:50
293,KS COMMAND FORCE,1467,15,3,2,7,24,92%,8%,-,13 Nov 2015,29 Sep 2017,15:50
294,CaptainJambles,1467,9,6,3,21,28,82%,14%,4%,28 Dec 2016,29 Sep 2017,15:50
295,hepek,1467,9,2,2,7,15,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
296,Chris p,1467,5,5,1,8,26,73%,4%,23%,28 Apr 2016,29 Sep 2017,15:50
297,eromrab,1467,5,4,2,15,20,95%,-,5%,15 Oct 2015,29 Sep 2017,15:50
298,Radiokidahead,1467,5,2,1,6,11,100%,-,-,03 Mar 2017,29 Sep 2017,15:50
299,Chachi,1467,2,7,5,17,20,85%,5%,10%,25 Jun 2016,29 Sep 2017,15:50
300,KingTKS,1467,1,-,2,18,24,50%,33%,17%,30 Oct 2015,29 Sep 2017,15:50
301,Pooky,1466,14,7,3,37,38,71%,26%,3%,10 Sep 2016,29 Sep 2017,15:50
302,aparke,1466,5,6,5,28,38,66%,29%,5%,21 Oct 2015,29 Sep 2017,15:50
303,BaronintheSea,1466,4,8,3,34,43,65%,23%,12%,17 Mar 2016,29 Sep 2017,15:50
304,Foxfire Six,1466,4,2,2,10,13,100%,-,-,15 Nov 2015,29 Sep 2017,15:50
305,nicaman14,1465,6,4,2,10,16,88%,6%,6%,25 Mar 2017,29 Sep 2017,15:50
306,Bencap,1465,3,7,10,21,33,91%,6%,3%,23 Jan 2016,29 Sep 2017,15:50
307,Thejoeby,1464,20,15,15,65,88,75%,24%,1%,08 Jan 2016,29 Sep 2017,15:50
308,Allihupa,1464,7,6,4,22,31,90%,10%,-,21 Apr 2016,29 Sep 2017,15:50
309,PhilBailey,1464,6,5,1,24,28,79%,18%,4%,15 Oct 2015,29 Sep 2017,15:50
310,extracheez,1464,5,1,-,5,8,88%,13%,-,09 Jul 2017,29 Sep 2017,15:50
311,Narkhex,1464,4,2,2,9,10,100%,-,-,21 Oct 2015,29 Sep 2017,15:50
312,Dogtarget,1464,3,4,1,8,15,87%,7%,7%,03 Jan 2016,29 Sep 2017,15:50
313,DreamzZ,1463,16,1,1,13,25,72%,12%,16%,01 Jul 2016,29 Sep 2017,15:50
314,WeeGillis,1463,11,4,7,23,34,100%,-,-,17 Nov 2015,29 Sep 2017,15:50
315,BadW0lf,1463,6,7,2,27,35,91%,3%,6%,18 Oct 2015,29 Sep 2017,15:50
316,Rospo Spaziale,1463,6,1,2,8,13,100%,-,-,18 Sep 2016,29 Sep 2017,15:50
317,Kamon,1463,5,-,1,4,13,69%,8%,23%,11 Nov 2015,29 Sep 2017,15:50
318,SuspiciousGardener,1462,17,8,6,11,42,88%,10%,2%,01 Dec 2015,29 Sep 2017,15:50
319,Arlington Partridge,1462,10,3,2,10,21,95%,5%,-,17 May 2016,29 Sep 2017,15:50
320,Felyashono,1462,9,7,1,21,34,79%,9%,12%,18 Oct 2015,29 Sep 2017,15:50
321,Outpost,1462,9,3,1,11,16,100%,-,-,17 Mar 2016,29 Sep 2017,15:50
322,Midazolam,1462,4,4,3,21,27,96%,-,4%,20 Apr 2016,29 Sep 2017,15:50
323,aGreg,1462,3,5,1,8,17,82%,12%,6%,19 Oct 2015,29 Sep 2017,15:50
324,Ash the hungry,1461,10,10,16,42,68,96%,4%,-,20 Mar 2016,29 Sep 2017,15:50
325,Agmout,1461,7,2,4,11,15,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
326,SweetSassyMolassy,1461,6,7,8,23,32,94%,6%,-,06 Nov 2016,29 Sep 2017,15:50
327,gobetzu,1461,3,16,19,90,99,84%,10%,6%,17 Dec 2016,29 Sep 2017,15:50
328,Grand Master,1460,22,20,-,19,65,82%,8%,11%,28 Oct 2015,29 Sep 2017,15:50
329,Teomea,1460,14,3,1,20,29,79%,10%,10%,15 May 2016,29 Sep 2017,15:50
330,APatientWolf,1460,12,2,1,6,17,100%,-,-,15 Mar 2016,29 Sep 2017,15:50
331,DonaldBump,1460,9,6,-,18,24,92%,4%,4%,21 Jan 2016,29 Sep 2017,15:50
332,Kitsu Aeryn,1460,6,8,3,10,27,89%,7%,4%,24 Dec 2015,29 Sep 2017,15:50
333,Hellfire566,1460,5,2,1,5,9,89%,11%,-,03 Sep 2016,29 Sep 2017,15:50
334,Clipeus,1460,4,1,2,6,11,91%,9%,-,03 May 2016,29 Sep 2017,15:50
335,Fatbastard10,1460,3,3,-,4,6,100%,-,-,09 Apr 2017,29 Sep 2017,15:50
336,Rogular,1460,1,11,15,59,63,86%,14%,-,09 Jun 2016,29 Sep 2017,15:50
337,stormgrab,1459,24,12,7,17,59,85%,8%,7%,10 Dec 2015,29 Sep 2017,15:50
338,FateCreatr,1459,10,2,3,9,21,100%,-,-,08 Dec 2014,29 Sep 2017,15:50
339,Subhuman,1459,7,4,2,14,18,94%,-,6%,04 Jan 2016,29 Sep 2017,15:50
340,Musker,1459,7,1,1,8,14,100%,-,-,03 Dec 2015,29 Sep 2017,15:50
341,Logicon211,1459,4,5,1,8,15,93%,7%,-,15 Oct 2015,29 Sep 2017,15:50
342,Supreme Leader Snoke,1459,1,3,1,10,10,90%,10%,-,16 Dec 2015,29 Sep 2017,15:50
343,Brumoo,1458,10,4,5,26,32,81%,19%,-,22 Nov 2016,29 Sep 2017,15:50
344,Donegal,1458,9,6,5,13,33,91%,9%,-,08 Jan 2017,29 Sep 2017,15:50
345,darthschrader,1458,3,1,3,10,13,62%,31%,8%,01 Jul 2016,29 Sep 2017,15:50
346,Aidan,1456,24,12,2,11,44,91%,5%,5%,16 Oct 2015,29 Sep 2017,15:50
347,HawkeyeJones,1456,6,4,1,12,17,88%,12%,-,11 Feb 2016,29 Sep 2017,15:50
348,Dysphoris,1456,4,8,4,13,24,96%,-,4%,18 Oct 2015,29 Sep 2017,15:50
349,Controversial Saint,1455,6,2,-,15,19,42%,21%,37%,07 Apr 2017,29 Sep 2017,15:50
350,Zhan,1455,3,3,1,8,12,83%,8%,8%,03 Jan 2016,29 Sep 2017,15:50
351,ANUBIS_O,1455,2,6,4,30,42,81%,17%,2%,06 Mar 2016,29 Sep 2017,15:50
352,Davispride,1455,-,5,3,14,14,100%,-,-,08 Jan 2016,29 Sep 2017,15:50
353,Chris007,1454,8,4,3,11,17,94%,-,6%,17 Oct 2015,29 Sep 2017,15:50
354,Be My Friend,1454,4,1,1,7,7,100%,-,-,03 Feb 2017,29 Sep 2017,15:50
355,Psye,1453,7,-,-,5,11,82%,-,18%,18 Oct 2015,29 Sep 2017,15:50
356,wolfman1013,1451,14,3,5,26,38,87%,3%,11%,07 Apr 2016,29 Sep 2017,15:50
357,RoOlf,1450,7,6,2,20,22,95%,-,5%,19 Jan 2016,29 Sep 2017,15:50
358,Yknow,1450,6,3,4,21,26,81%,19%,-,23 Jan 2016,29 Sep 2017,15:50
359,Mr Wonderful,1450,5,14,18,28,58,91%,7%,2%,31 Oct 2015,29 Sep 2017,15:50
360,Atreides,1450,4,4,2,9,14,100%,-,-,23 Jan 2016,29 Sep 2017,15:50
361,Randy_Ocelot,1449,11,-,1,16,20,80%,20%,-,19 Jun 2017,29 Sep 2017,15:50
362,Finnegan,1449,9,2,1,11,17,82%,18%,-,17 Apr 2017,29 Sep 2017,15:50
363,acidburned,1449,8,12,1,17,31,77%,10%,13%,14 Oct 2015,29 Sep 2017,15:50
364,Tobold,1449,6,7,2,23,26,81%,15%,4%,19 Oct 2015,29 Sep 2017,15:50
365,Rogie,1448,7,7,5,29,33,100%,-,-,19 Nov 2016,29 Sep 2017,15:50
366,BasD,1448,4,5,5,10,18,100%,-,-,13 Sep 2016,29 Sep 2017,15:50
367,unbeldi,1448,4,4,2,8,13,100%,-,-,13 Nov 2015,29 Sep 2017,15:50
368,Standfast,1447,4,4,2,11,13,92%,8%,-,08 Nov 2015,29 Sep 2017,15:50
369,Stefan,1446,6,4,2,6,16,81%,19%,-,05 Oct 2015,29 Sep 2017,15:50
370,KingNathanIX,1445,17,4,1,16,30,93%,7%,-,27 Nov 2016,29 Sep 2017,15:50
371,Allfourhim,1444,11,10,10,31,63,92%,8%,-,28 Aug 2016,29 Sep 2017,15:50
372,charlemagned,1444,8,9,9,66,74,77%,20%,3%,28 Sep 2016,29 Sep 2017,15:50
373,Eldrath,1444,5,3,1,13,15,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
374,Cashequivalent,1444,3,10,5,9,26,81%,4%,15%,03 May 2016,29 Sep 2017,15:50
375,Crics,1444,2,2,7,12,19,68%,26%,5%,19 Apr 2016,29 Sep 2017,15:50
376,Dark illusion_88,1444,1,1,-,7,8,88%,13%,-,06 Feb 2016,29 Sep 2017,15:50
377,6PAYH,1443,8,4,5,11,28,89%,7%,4%,21 Oct 2015,29 Sep 2017,15:50
378,XQYSTX,1443,8,4,4,23,31,84%,16%,-,07 Jul 2016,29 Sep 2017,15:50
379,swobonez,1443,4,1,4,13,16,81%,13%,6%,12 Apr 2016,29 Sep 2017,15:50
380,Bentley,1443,2,9,3,18,35,86%,-,14%,23 Dec 2015,29 Sep 2017,15:50
381,wtfwtf_ok,1442,14,10,2,33,42,81%,17%,2%,19 Nov 2015,29 Sep 2017,15:50
382,The Rod,1442,12,5,5,28,34,91%,3%,6%,24 Oct 2015,29 Sep 2017,15:50
383,Muhrtan,1442,8,4,2,21,32,88%,9%,3%,27 May 2016,29 Sep 2017,15:50
384,BronxBomber622,1442,7,2,1,13,29,72%,21%,7%,31 Dec 2015,29 Sep 2017,15:50
385,Jmfawley,1441,10,7,5,51,59,83%,15%,2%,25 Oct 2015,29 Sep 2017,15:50
386,Tepoztecatl,1441,8,3,2,10,24,88%,13%,-,29 Oct 2015,29 Sep 2017,15:50
387,Cephus,1441,7,2,4,15,19,79%,5%,16%,10 Apr 2017,29 Sep 2017,15:50
388,Cornflower,1441,6,3,4,18,27,85%,4%,11%,14 Feb 2016,29 Sep 2017,15:50
389,Eggnog Junkies,1441,3,4,2,6,10,90%,-,10%,07 Dec 2015,29 Sep 2017,15:50
390,Axman,1441,1,3,3,12,14,93%,7%,-,18 Mar 2016,29 Sep 2017,15:50
391,GangstaGordy,1440,7,7,4,15,25,96%,4%,-,09 Apr 2017,29 Sep 2017,15:50
392,Sabre,1440,6,6,9,34,39,82%,13%,5%,20 Mar 2016,29 Sep 2017,15:50
393,mattc,1440,6,3,6,8,27,67%,7%,26%,08 May 2015,29 Sep 2017,15:50
394,Schizzy,1440,3,3,2,8,14,71%,21%,7%,14 Oct 2015,29 Sep 2017,15:50
395,The Baron,1439,9,12,12,57,68,82%,16%,1%,05 Oct 2015,29 Sep 2017,15:50
396,legolas0011,1439,6,4,3,15,23,74%,17%,9%,14 Aug 2016,29 Sep 2017,15:50
397,ObsidianRzr,1439,5,-,-,5,6,100%,-,-,19 Oct 2015,29 Sep 2017,15:50
398,GuardenGnome,1438,37,30,17,43,134,84%,13%,2%,24 Nov 2015,29 Sep 2017,15:50
399,Thomas H,1438,10,13,9,36,52,85%,4%,12%,04 Oct 2016,29 Sep 2017,15:50
400,SpacePatrol,1438,4,2,7,13,18,94%,6%,-,31 Oct 2015,29 Sep 2017,15:50
401,Rkduke,1438,4,2,3,11,13,92%,8%,-,01 Aug 2015,29 Sep 2017,15:50
402,Sukonit,1438,3,1,3,6,8,100%,-,-,17 Jan 2016,29 Sep 2017,15:50
403,Consummate Coyote,1437,16,5,4,26,40,80%,10%,10%,19 Nov 2015,29 Sep 2017,15:50
404,Misterx1,1437,12,3,1,6,21,86%,10%,5%,31 Oct 2015,29 Sep 2017,15:50
405,The Invisible Hand,1437,10,3,4,14,30,90%,7%,3%,28 May 2016,29 Sep 2017,15:50
406,Jeatherai,1437,5,15,8,28,45,98%,2%,-,19 Oct 2015,29 Sep 2017,15:50
407,Ender ll7,1437,5,-,1,4,11,73%,9%,18%,22 Oct 2015,29 Sep 2017,15:50
408,Ghaiel,1437,4,1,2,6,11,82%,18%,-,17 Oct 2015,29 Sep 2017,15:50
409,Biosphere,1437,3,2,2,5,7,100%,-,-,19 Oct 2015,29 Sep 2017,15:50
410,IchiroBear,1437,3,-,1,5,6,100%,-,-,07 Apr 2017,29 Sep 2017,15:50
411,Yupi,1437,2,5,5,12,16,81%,13%,6%,01 Jan 2016,29 Sep 2017,15:50
412,budjamel,1436,8,8,13,30,44,89%,-,11%,17 Oct 2015,29 Sep 2017,15:50
413,Labz,1436,3,3,1,8,10,100%,-,-,11 Mar 2016,29 Sep 2017,15:50
414,TheRealMcCoy,1436,1,3,3,5,9,78%,11%,11%,05 Dec 2015,29 Sep 2017,15:50
415,BergsTheWord,1435,7,6,2,11,25,88%,8%,4%,25 Oct 2015,29 Sep 2017,15:50
416,Reader,1435,4,6,3,10,14,93%,-,7%,15 Oct 2015,29 Sep 2017,15:50
417,KaiserTemporal,1435,3,10,7,22,47,77%,6%,17%,12 Jul 2016,29 Sep 2017,15:50
418,chippwich,1435,2,5,-,5,9,78%,11%,11%,30 Nov 2015,29 Sep 2017,15:50
419,Soba,1434,2,4,2,18,20,95%,5%,-,24 Oct 2015,29 Sep 2017,15:50
420,Kiloquarternicegram,1434,2,2,2,7,8,88%,-,13%,12 Aug 2016,29 Sep 2017,15:50
421,Freedo,1433,10,5,6,31,35,89%,11%,-,18 Oct 2015,29 Sep 2017,15:50
422,BLUDGER,1433,9,5,1,36,45,53%,16%,31%,15 Feb 2016,29 Sep 2017,15:50
423,Bailey_Sample,1433,5,10,12,40,57,75%,18%,7%,18 Oct 2015,29 Sep 2017,15:50
424,OblivionsFinest,1433,5,6,4,9,22,82%,5%,14%,15 Feb 2016,29 Sep 2017,15:50
425,Sagorn,1433,4,1,3,24,26,88%,12%,-,13 Dec 2016,29 Sep 2017,15:50
426,Nick21,1432,8,3,2,14,16,94%,6%,-,20 Oct 2015,29 Sep 2017,15:50
427,Hallboy8222,1432,7,2,1,14,22,82%,9%,9%,19 Jan 2016,29 Sep 2017,15:50
428,DigBick,1432,2,6,4,15,22,82%,5%,14%,15 Mar 2017,29 Sep 2017,15:50
429,Vonskrump,1432,1,5,8,20,21,90%,5%,5%,26 Oct 2015,29 Sep 2017,15:50
430,Bored_4_life_,1431,11,10,3,9,34,97%,3%,-,31 May 2016,29 Sep 2017,15:50
431,Bosinchi,1431,10,2,-,6,16,88%,-,13%,07 Dec 2015,29 Sep 2017,15:50
432,maxm4,1431,8,11,10,45,66,85%,6%,9%,08 Feb 2016,29 Sep 2017,15:50
433,Riam,1431,5,3,-,5,9,100%,-,-,06 Dec 2016,29 Sep 2017,15:50
434,The Sleepy Fox,1431,5,1,2,10,13,92%,8%,-,28 Oct 2015,29 Sep 2017,15:50
435,MikeG,1431,4,2,6,18,24,79%,13%,8%,20 Jan 2016,29 Sep 2017,15:50
436,phobos,1431,2,1,-,3,6,67%,-,33%,10 Nov 2015,29 Sep 2017,15:50
437,patriots,1430,15,13,10,54,67,90%,10%,-,20 Jan 2016,29 Sep 2017,15:50
438,graybo,1430,7,10,5,10,29,97%,3%,-,29 May 2016,29 Sep 2017,15:50
439,Zeromus,1430,5,9,5,5,23,87%,9%,4%,27 Oct 2015,29 Sep 2017,15:50
440,Rowsey plums,1429,16,6,2,29,40,75%,25%,-,17 Oct 2015,29 Sep 2017,15:50
441,GuidoUbertini,1429,8,5,1,9,23,74%,17%,9%,14 Sep 2016,29 Sep 2017,15:50
442,sleepysinner,1429,4,6,1,11,20,80%,5%,15%,07 Jun 2016,29 Sep 2017,15:50
443,mtpii,1428,5,4,4,22,33,79%,21%,-,03 Nov 2015,29 Sep 2017,15:50
444,drsii,1428,5,2,1,11,13,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
445,Hippalus,1428,4,3,-,6,8,100%,-,-,17 Oct 2015,29 Sep 2017,15:50
446,Didgeridoo Dad,1428,3,2,1,8,11,82%,18%,-,22 Nov 2015,29 Sep 2017,15:50
447,samuel01,1428,3,1,1,4,7,71%,29%,-,14 Sep 2016,29 Sep 2017,15:50
448,adelidk,1427,11,-,2,13,23,74%,13%,13%,08 Aug 2016,29 Sep 2017,15:50
449,pmac,1427,10,2,6,55,65,65%,28%,8%,26 Oct 2015,29 Sep 2017,15:50
450,WhatALegend,1426,7,11,9,14,42,88%,7%,5%,08 Nov 2015,29 Sep 2017,15:50
451,Baer,1426,6,9,7,40,44,84%,14%,2%,11 Nov 2015,29 Sep 2017,15:50
452,JMack,1426,4,6,5,31,34,71%,21%,9%,17 Oct 2015,29 Sep 2017,15:50
453,Kyptan,1426,3,3,3,7,13,85%,15%,-,03 Jan 2015,29 Sep 2017,15:50
454,NNeil,1425,10,2,2,13,18,89%,11%,-,09 Aug 2015,29 Sep 2017,15:50
455,mxisidore,1425,4,2,-,5,10,90%,10%,-,03 Dec 2015,29 Sep 2017,15:50
456,TitanicCargo,1424,8,9,9,13,51,80%,10%,10%,30 Jan 2016,29 Sep 2017,15:50
457,Iconic,1424,8,2,2,11,16,94%,6%,-,19 Oct 2015,29 Sep 2017,15:50
458,JaketheMagnificent,1424,6,9,-,8,26,69%,12%,19%,18 Feb 2017,29 Sep 2017,15:50
459,Peekaboo,1424,6,2,-,3,8,100%,-,-,06 Aug 2016,29 Sep 2017,15:50
460,Prpa,1424,5,5,-,11,14,86%,7%,7%,28 Oct 2015,29 Sep 2017,15:50
461,sergeantedward,1424,4,6,3,17,18,89%,11%,-,18 Mar 2016,29 Sep 2017,15:50
462,The Zorro Boy,1424,3,14,10,50,75,75%,16%,9%,15 Oct 2015,29 Sep 2017,15:50
463,RedxBull,1423,9,7,8,30,40,95%,3%,3%,21 Oct 2015,29 Sep 2017,15:50
464,Emand1,1423,7,13,12,90,110,83%,15%,3%,17 Oct 2015,29 Sep 2017,15:50
465,Tdeacon76,1423,5,2,1,11,12,83%,17%,-,24 Nov 2016,29 Sep 2017,15:50
466,Colobus,1423,5,1,1,10,10,90%,-,10%,01 Nov 2015,29 Sep 2017,15:50
467,ZergBro,1423,3,2,1,6,7,100%,-,-,20 Oct 2016,29 Sep 2017,15:50
468,MJ00,1422,4,2,7,30,35,80%,20%,-,16 Oct 2015,29 Sep 2017,15:50
469,Leutinant Dan,1422,1,4,-,7,7,86%,14%,-,03 Feb 2017,29 Sep 2017,15:50
470,TOplumber,1421,7,2,3,14,32,84%,9%,6%,23 Oct 2015,29 Sep 2017,15:50
471,Puggz,1421,6,5,10,24,41,95%,-,5%,22 Nov 2015,29 Sep 2017,15:50
472,Don SelHari,1421,-,7,1,9,10,90%,10%,-,16 Jul 2017,29 Sep 2017,15:50
473,TozzTozz,1420,12,6,5,29,41,88%,10%,2%,26 Apr 2016,29 Sep 2017,15:50
474,GeneralChewy,1420,10,7,7,25,42,88%,12%,-,27 Jul 2015,29 Sep 2017,15:50
475,Monorator,1420,7,7,8,38,41,95%,2%,2%,16 Oct 2015,29 Sep 2017,15:50
476,Wodknee,1420,6,3,2,15,23,83%,9%,9%,06 Nov 2015,29 Sep 2017,15:50
477,Chavrouze51,1420,4,7,3,18,29,72%,7%,21%,17 Aug 2015,29 Sep 2017,15:50
478,CaptainKillStuf,1420,4,5,2,14,18,78%,17%,6%,07 Apr 2017,29 Sep 2017,15:50
479,Kha-Beleh,1420,4,2,1,11,14,93%,7%,-,19 Oct 2015,29 Sep 2017,15:50
480,dbeech23,1420,3,3,2,17,19,79%,16%,5%,05 Nov 2016,29 Sep 2017,15:50
481,The Christmas Ape,1420,1,10,3,10,23,91%,9%,-,17 Dec 2016,29 Sep 2017,15:50
482,Gizmoh,1419,7,1,-,5,11,91%,-,9%,19 Aug 2017,29 Sep 2017,15:50
483,bondunt,1419,4,2,2,7,11,91%,9%,-,02 May 2016,29 Sep 2017,15:50
484,Friend,1418,14,6,6,6,31,87%,6%,6%,31 Dec 2015,29 Sep 2017,15:50
485,Murat,1418,11,6,4,27,48,81%,15%,4%,02 Nov 2015,29 Sep 2017,15:50
486,Waragon,1418,3,2,2,5,8,100%,-,-,16 Oct 2015,29 Sep 2017,15:50
487,wernz,1417,10,1,3,13,18,94%,6%,-,29 Dec 2015,29 Sep 2017,15:50
488,Mauritius,1417,10,1,2,4,18,94%,6%,-,11 May 2017,29 Sep 2017,15:50
489,ePirate,1417,7,6,4,6,34,74%,9%,18%,21 Oct 2015,29 Sep 2017,15:50
490,X820,1417,4,1,5,7,19,74%,11%,16%,11 Jan 2017,29 Sep 2017,15:50
491,DavidMartin82,1417,1,3,1,3,5,100%,-,-,06 Nov 2015,29 Sep 2017,15:50
492,DonnieT,1416,11,1,2,6,19,89%,11%,-,21 Oct 2015,29 Sep 2017,15:50
493,Yottawatts,1416,7,6,4,12,26,77%,15%,8%,22 Oct 2015,29 Sep 2017,15:50
494,CarbonCopy,1416,6,8,10,52,67,87%,9%,4%,14 Dec 2015,29 Sep 2017,15:50
495,Lodare,1416,6,5,1,3,17,82%,18%,-,08 May 2016,29 Sep 2017,15:50
496,Poshty,1416,5,4,3,4,13,100%,-,-,24 Nov 2015,29 Sep 2017,15:50
497,Dragonlord,1416,5,3,1,5,9,100%,-,-,16 Oct 2015,29 Sep 2017,15:50
498,Sekoms,1416,4,4,3,8,13,100%,-,-,02 Mar 2015,29 Sep 2017,15:50
499,JamesJWalker,1416,3,3,6,11,30,70%,17%,13%,29 Oct 2015,29 Sep 2017,15:50
500,Pinpin,1415,9,2,2,4,15,93%,7%,-,15 Nov 2015,29 Sep 2017,15:50
501,Gimmeabreak12,1415,7,7,8,25,46,65%,22%,13%,22 Oct 2015,29 Sep 2017,15:50
502,Energizer316,1415,5,7,10,34,55,91%,7%,2%,20 Feb 2016,29 Sep 2017,15:50
503,Delphaeus,1415,5,3,2,14,16,94%,-,6%,16 Oct 2015,29 Sep 2017,15:50
504,FunnyFox,1414,24,2,-,15,36,72%,8%,19%,22 Oct 2015,29 Sep 2017,15:50
505,Dragonzbl00d,1414,12,4,3,26,31,94%,6%,-,03 Nov 2015,29 Sep 2017,15:50
506,Over lord dave,1414,5,4,4,34,42,76%,21%,2%,07 Jul 2016,29 Sep 2017,15:50
507,CisalPineGaul,1414,-,6,5,12,32,91%,6%,3%,21 Apr 2016,29 Sep 2017,15:50
508,Johnzhao,1414,-,1,2,6,7,71%,-,29%,25 Jun 2016,29 Sep 2017,15:50
509,DaffyDuck,1413,17,13,7,26,56,93%,2%,5%,29 Aug 2016,29 Sep 2017,15:50
510,FoxNsox,1413,9,8,8,10,38,87%,5%,8%,03 Nov 2015,29 Sep 2017,15:50
511,Bravd,1413,5,10,8,21,40,85%,15%,-,09 Dec 2015,29 Sep 2017,15:50
512,Suscitans,1413,5,8,4,12,26,77%,4%,19%,20 Oct 2015,29 Sep 2017,15:50
513,coldrice,1413,4,8,2,21,31,87%,13%,-,30 Mar 2016,29 Sep 2017,15:50
514,Mary Ross,1413,4,-,-,3,4,100%,-,-,13 Nov 2015,29 Sep 2017,15:50
515,Klanatha,1413,3,5,1,14,15,87%,13%,-,24 Oct 2015,29 Sep 2017,15:50
516,Thain,1413,3,-,1,5,6,83%,17%,-,09 Mar 2017,29 Sep 2017,15:50
517,lemmings,1412,7,1,-,9,12,83%,8%,8%,23 Mar 2016,29 Sep 2017,15:50
518,BlindSite,1412,5,8,4,37,56,77%,21%,2%,27 Dec 2015,29 Sep 2017,15:50
519,M555G,1412,4,5,-,4,9,100%,-,-,16 Oct 2015,29 Sep 2017,15:50
520,RippiN,1411,10,4,5,32,39,87%,10%,3%,28 Dec 2015,29 Sep 2017,15:50
521,Morph,1411,6,6,7,24,36,69%,11%,19%,08 Mar 2016,29 Sep 2017,15:50
522,Siyarra,1411,6,6,1,6,17,100%,-,-,19 Mar 2016,29 Sep 2017,15:50
523,steep,1411,4,2,2,5,15,100%,-,-,11 Nov 2015,29 Sep 2017,15:50
524,Rrowland,1411,3,2,1,9,10,80%,-,20%,18 Mar 2016,29 Sep 2017,15:50
525,Joker6699,1410,15,10,9,67,92,72%,18%,10%,16 Oct 2015,29 Sep 2017,15:50
526,Gnat,1410,7,2,4,14,22,95%,5%,-,04 Apr 2016,29 Sep 2017,15:50
527,AdiSan,1410,4,1,2,7,9,78%,11%,11%,13 Nov 2015,29 Sep 2017,15:50
528,Scarlet Phalanx,1410,4,1,-,7,10,90%,10%,-,03 Nov 2015,29 Sep 2017,15:50
529,Daddy249Kart,1410,-,3,3,12,13,62%,15%,23%,28 Dec 2016,29 Sep 2017,15:50
530,DaddyPancakes,1409,8,11,9,54,68,84%,15%,1%,19 Jan 2016,29 Sep 2017,15:50
531,NODNARB,1409,8,8,7,33,53,87%,8%,6%,16 Oct 2016,29 Sep 2017,15:50
532,Dudefuture,1409,8,5,4,17,29,83%,10%,7%,20 Nov 2015,29 Sep 2017,15:50
533,kittenstix,1409,3,4,1,8,13,92%,-,8%,21 Mar 2016,29 Sep 2017,15:50
534,Jack Burton,1409,3,2,3,11,13,92%,-,8%,13 Oct 2015,29 Sep 2017,15:50
535,keen95,1409,3,2,2,7,10,80%,20%,-,05 Aug 2017,29 Sep 2017,15:50
536,KhaleesiKitty,1408,11,9,8,11,43,81%,5%,14%,15 Feb 2016,29 Sep 2017,15:50
537,Errslima,1408,10,8,5,27,61,62%,28%,10%,14 Feb 2016,29 Sep 2017,15:50
538,Pmoney,1408,3,6,9,24,41,76%,17%,7%,10 Aug 2015,29 Sep 2017,15:50
